Date,Open,High,Low,Close,Volume,Adj Close,Tmr Close,No.,High_Low,Close_Open
18/5/2006,2488.98,2503.22,2478.43,2502.18,319991800,2502.18,2493.98,600,24.79,13.2
19/5/2006,2486.9,2505.82,2481.96,2493.98,227900000,2493.98,2416.69,601,23.86,7.08
22/5/2006,2504.25,2516.19,2412.25,2416.69,333293800,2416.69,2429.55,602,103.94,-87.56
23/5/2006,2411.12,2438.71,2398.56,2429.55,288407400,2429.55,2436.55,603,40.15,18.43
24/5/2006,2429.77,2444.82,2411.35,2436.55,224291600,2436.55,2404.45,604,33.47,6.78
25/5/2006,2435.02,2435.75,2376.53,2404.45,238616000,2404.45,2445.02,605,59.22,-30.57
26/5/2006,2437.81,2454.88,2429.63,2445.02,205568800,2445.02,2439.91,606,25.25,7.21
29/5/2006,2449.61,2458.91,2436.62,2439.91,166098200,2439.91,2441.54,607,22.29,-9.7
30/5/2006,2440.02,2453.02,2434.9,2441.54,110627400,2441.54,2383.87,608,18.12,1.52
31/5/2006,2381.89,2397.97,2368.72,2383.87,370757000,2383.87,2386.7,609,29.25,1.98
1/6/2006,2394.36,2416.73,2381.09,2386.7,172886800,2386.7,2419.42,610,35.64,-7.66
2/6/2006,2407.61,2430.92,2392.29,2419.42,223244400,2419.42,2407.25,611,38.63,11.81
5/6/2006,2424.62,2429.35,2404.3,2407.25,165053600,2407.25,2390.01,612,25.05,-17.37
6/6/2006,2380.94,2393.74,2374.62,2390.01,221480400,2390.01,2355.43,613,19.12,9.07
7/6/2006,2385.96,2386.06,2349.22,2355.43,191920000,2355.43,2297.11,614,36.84,-30.53
8/6/2006,2338.1,2338.19,2282.88,2297.11,327623400,2297.11,2337.44,615,55.31,-40.99
9/6/2006,2317.66,2342.09,2304.72,2337.44,283370200,2337.44,2338.53,616,37.37,19.78
12/6/2006,2328.31,2342.46,2321.91,2338.53,147424400,2338.53,2293.35,617,20.55,10.22
13/6/2006,2311.15,2313.77,2281.53,2293.35,216553400,2293.35,2280.67,618,32.24,-17.8
14/6/2006,2277.91,2307.74,2277.91,2280.67,202748200,2280.67,2302.43,619,29.83,2.76
15/6/2006,2305.83,2313.51,2296.68,2302.43,138439800,2302.43,2373.91,620,16.83,-3.4
16/6/2006,2354.57,2381.15,2349.03,2373.91,274026200,2373.91,2367.9,621,32.12,19.34
19/6/2006,2371.52,2371.94,2352.23,2367.9,108544800,2367.9,2327.11,622,19.71,-3.62
20/6/2006,2347.23,2349.62,2311.89,2327.11,147514800,2327.11,2329.6,623,37.73,-20.12
21/6/2006,2322.98,2334.83,2310.93,2329.6,142508000,2329.6,2359.55,624,23.9,6.62
22/6/2006,2352.75,2368.07,2352.75,2359.55,173288400,2359.55,2343.03,625,15.32,6.8
23/6/2006,2338.54,2350.03,2334.96,2343.03,107719800,2343.03,2367.94,626,15.07,4.49
26/6/2006,2348.24,2367.94,2344.37,2367.94,109227100,2367.94,2357.58,627,23.57,19.7
27/6/2006,2371.12,2372.83,2357.58,2357.58,158113500,2357.58,2350.8,628,15.25,-13.54
28/6/2006,2338.35,2353.09,2334.64,2350.8,193756200,2350.8,2386.77,629,18.45,12.45
29/6/2006,2366.1,2386.77,2364.83,2386.77,180051200,2386.77,2435.39,630,21.94,20.67
30/6/2006,2438.77,2446.26,2426.11,2435.39,311243600,2435.39,2438.26,631,20.15,-3.38
3/7/2006,2435.35,2440.32,2428.8,2438.26,159601500,2438.26,2448.73,632,11.52,2.91
4/7/2006,2447.09,2448.73,2437.35,2448.73,138827600,2448.73,2424.11,633,11.38,1.64
5/7/2006,2446.61,2450.29,2417.86,2424.11,147656100,2424.11,2448.07,634,32.43,-22.5
6/7/2006,2410.61,2448.07,2402.45,2448.07,165573000,2448.07,2445.13,635,45.62,37.46
7/7/2006,2449.41,2451.4,2439.65,2445.13,155149500,2445.13,2438.45,636,11.75,-4.28
10/7/2006,2429.42,2456.52,2421.76,2438.45,158465700,2438.45,2415.91,637,34.76,9.03
11/7/2006,2430.8,2436.84,2412.87,2415.91,137986200,2415.91,2422.76,638,23.97,-14.89
12/7/2006,2422.07,2426.3,2415.41,2422.76,181346500,2422.76,2396.64,639,10.89,0.69
13/7/2006,2402.21,2419.88,2396.64,2396.64,211928200,2396.64,2363.55,640,23.24,-5.57
14/7/2006,2373.58,2376.93,2355.81,2363.55,204860700,2363.55,2320.2,641,21.12,-10.03
17/7/2006,2334.67,2338.19,2319.03,2320.2,188835500,2320.2,2333.81,642,19.16,-14.47
18/7/2006,2326.56,2353.81,2326.55,2333.81,174343600,2333.81,2341.79,643,27.26,7.25
19/7/2006,2340.04,2357.78,2340.04,2341.79,121936500,2341.79,2383.54,644,17.74,1.75
20/7/2006,2385.11,2390.98,2379.29,2383.54,250531700,2383.54,2371.37,645,11.69,-1.57
21/7/2006,2368.75,2378.46,2362.85,2371.37,164775000,2371.37,2375.04,646,15.61,2.62
24/7/2006,2351.58,2377.05,2348.98,2375.04,181164500,2375.04,2407.56,647,28.07,23.46
25/7/2006,2407.51,2407.94,2397.94,2407.56,162769000,2407.56,2406.31,648,10,0.05
26/7/2006,2413.94,2416.64,2400.46,2406.31,156670800,2406.31,2444.66,649,16.18,-7.63
27/7/2006,2401.04,2444.66,2400.78,2444.66,267616500,2444.66,2429.44,650,43.88,43.62
28/7/2006,2435.33,2438.7,2425.95,2429.44,150663100,2429.44,2445.43,651,12.75,-5.89
31/7/2006,2449.55,2452.38,2438.27,2445.43,305873900,2445.43,2445.04,652,14.11,-4.12
1/8/2006,2436.64,2448.11,2435.91,2445.04,130220200,2445.04,2453.99,653,12.2,8.4
2/8/2006,2434.8,2455.19,2431.09,2453.99,155401200,2453.99,2457.09,654,24.1,19.19
3/8/2006,2461.57,2466.76,2451.29,2457.09,186318100,2457.09,2462.92,655,15.47,-4.48
4/8/2006,2463.24,2464.14,2450.25,2462.92,164147800,2462.92,2460.25,656,13.89,-0.32
7/8/2006,2460.38,2473.31,2450.16,2460.25,131309600,2460.25,2465.04,657,23.15,-0.13
8/8/2006,2464.5,2466.5,2453.42,2465.04,129510700,2465.04,2444.63,658,13.08,0.54
10/8/2006,2463.12,2467.16,2444.63,2444.63,204487300,2444.63,2450.63,659,22.53,-18.49
11/8/2006,2450.73,2456.83,2446.3,2450.63,198924900,2450.63,2450.5,660,10.53,-0.1
14/8/2006,2452.63,2460.77,2442.18,2450.5,227426200,2450.5,2440.62,661,18.59,-2.13
15/8/2006,2451.76,2458.35,2435.47,2440.62,165703500,2440.62,2453.43,662,22.88,-11.14
16/8/2006,2461.55,2469.47,2448.38,2453.43,297429500,2453.43,2470.65,663,21.09,-8.12
17/8/2006,2469.16,2477.71,2461.85,2470.65,231679100,2470.65,2483.53,664,15.86,1.49
18/8/2006,2477.94,2485.05,2473.01,2483.53,194202400,2483.53,2467.3,665,12.04,5.59
21/8/2006,2486.01,2487.04,2452.82,2467.3,179439800,2467.3,2480.99,666,34.22,-18.71
22/8/2006,2465.72,2480.99,2465.24,2480.99,168057300,2480.99,2472.26,667,15.75,15.27
23/8/2006,2480.59,2481.48,2467.72,2472.26,182706400,2472.26,2446.11,668,13.76,-8.33
24/8/2006,2468.52,2469.91,2446.11,2446.11,187104600,2446.11,2453.21,669,23.8,-22.41
25/8/2006,2453.31,2461.97,2445.07,2453.21,138089100,2453.21,2427.05,670,16.9,-0.1
28/8/2006,2452.97,2455.18,2427.05,2427.05,113512500,2427.05,2455.33,671,28.13,-25.92
29/8/2006,2447.51,2456.28,2446.6,2455.33,163620800,2455.33,2471.4,672,9.68,7.82
30/8/2006,2462.41,2471.4,2460.37,2471.4,177397500,2471.4,2482.39,673,11.03,8.99
31/8/2006,2484.86,2492.27,2476.17,2482.39,232452300,2482.39,2491.49,674,16.1,-2.47
1/9/2006,2489.21,2491.49,2480.17,2491.49,95987600,2491.49,2520.45,675,11.32,2.28
4/9/2006,2501.64,2520.75,2500.15,2520.45,141454500,2520.45,2519.72,676,20.6,18.81
5/9/2006,2525.64,2527.37,2512.9,2519.72,119337000,2519.72,2526.53,677,14.47,-5.92
6/9/2006,2523.92,2534.33,2517.84,2526.53,201126300,2526.53,2505.39,678,16.49,2.61
7/9/2006,2511.86,2512.91,2499.96,2505.39,122566200,2505.39,2510.14,679,12.95,-6.47
8/9/2006,2506.19,2514.33,2499.21,2510.14,103780000,2510.14,2488.51,680,15.12,3.95
11/9/2006,2508,2512.39,2488.51,2488.51,112240300,2488.51,2487.2,681,23.88,-19.49
12/9/2006,2491.7,2494.46,2481.57,2487.2,144796000,2487.2,2508.03,682,12.89,-4.5
13/9/2006,2508.49,2512.27,2501.34,2508.03,183882100,2508.03,2518.97,683,10.93,-0.46
14/9/2006,2525.06,2525.06,2507.28,2518.97,120545600,2518.97,2521.91,684,17.78,-6.09
15/9/2006,2517.31,2524.72,2512.96,2521.91,114827400,2521.91,2552.02,685,11.76,4.6
18/9/2006,2536.32,2552.02,2532.04,2552.02,164899300,2552.02,2538.24,686,19.98,15.7
19/9/2006,2551.32,2551.91,2534.93,2538.24,119640800,2538.24,2531.42,687,16.98,-13.08
20/9/2006,2511.62,2531.42,2510.77,2531.42,174198500,2531.42,2538.26,688,20.65,19.8
21/9/2006,2537.64,2539.81,2529.09,2538.26,166957200,2538.26,2520.5,689,10.72,0.62
22/9/2006,2535.34,2535.34,2520.5,2520.5,141808900,2520.5,2523.89,690,14.84,-14.84
25/9/2006,2517.03,2525.39,2514.62,2523.89,108321400,2523.89,2526,691,10.77,6.86
26/9/2006,2538.84,2541.12,2519.78,2526,125771100,2526,2557.9,692,21.34,-12.84
27/9/2006,2541.72,2557.9,2541.72,2557.9,151454200,2557.9,2567.97,693,16.18,16.18
28/9/2006,2564.89,2568.75,2554.67,2567.97,146203100,2567.97,2568.86,694,14.08,3.08
29/9/2006,2576.26,2576.26,2550.39,2568.86,197332000,2568.86,2600.06,695,25.87,-7.4
2/10/2006,2571.45,2600.06,2569.8,2600.06,138736500,2600.06,2593.27,696,30.26,28.61
3/10/2006,2593.59,2598.99,2579.2,2593.27,220924900,2593.27,2602.92,697,19.79,-0.32
4/10/2006,2596.88,2603.64,2589.74,2602.92,145374200,2602.92,2641.48,698,13.9,6.04
5/10/2006,2613.33,2641.48,2612.32,2641.48,208230900,2641.48,2649.3,699,29.16,28.15
6/10/2006,2640.92,2654.52,2639.47,2649.3,200028300,2649.3,2621.51,700,15.05,8.38
9/10/2006,2643.44,2648.48,2609.74,2621.51,120175900,2621.51,2647.66,701,38.74,-21.93
10/10/2006,2636.94,2647.66,2630.81,2647.66,144510500,2647.66,2641.61,702,16.85,10.72
11/10/2006,2642.69,2645.27,2635.02,2641.61,195818600,2641.61,2640.64,703,10.25,-1.08
12/10/2006,2644.09,2656.65,2640.64,2640.64,283404100,2640.64,2666.68,704,16.01,-3.45
13/10/2006,2671.53,2683.24,2666.36,2666.68,197390200,2666.68,2669.55,705,16.88,-4.85
16/10/2006,2681.35,2685.51,2667.99,2669.55,165051500,2669.55,2637.7,706,17.52,-11.8
17/10/2006,2669.8,2669.8,2633.57,2637.7,159158700,2637.7,2642.42,707,36.23,-32.1
18/10/2006,2633.67,2642.42,2618.34,2642.42,182777500,2642.42,2667.58,708,24.08,8.75
19/10/2006,2647.52,2667.58,2647.52,2667.58,164332900,2667.58,2686.43,709,20.06,20.06
20/10/2006,2681.67,2686.89,2672.61,2686.43,193026500,2686.43,2691.61,710,14.28,4.76
23/10/2006,2688.87,2701.7,2686.26,2691.61,139568300,2691.61,2714.66,711,15.44,2.74
25/10/2006,2705.23,2718.74,2701.22,2714.66,222212000,2714.66,2741.69,712,17.52,9.43
26/10/2006,2724.8,2741.69,2719.13,2741.69,191320700,2741.69,2729.98,713,22.56,16.89
27/10/2006,2742.82,2754.33,2727.62,2729.98,237791000,2729.98,2691.6,714,26.71,-12.84
30/10/2006,2708.47,2708.47,2683.59,2691.6,147443600,2691.6,2701.75,715,24.88,-16.87
31/10/2006,2696.98,2701.75,2683.4,2701.75,184138400,2701.75,2737.78,716,18.35,4.77
1/11/2006,2707.42,2737.78,2705.57,2737.78,198489700,2737.78,2730.98,717,32.21,30.36
2/11/2006,2723.79,2730.98,2711.93,2730.98,160794600,2730.98,2722.31,718,19.05,7.19
3/11/2006,2730.01,2735.74,2715.46,2722.31,155545500,2722.31,2729.13,719,20.28,-7.7
6/11/2006,2714.32,2729.13,2698.08,2729.13,146779200,2729.13,2749.22,720,31.05,14.81
7/11/2006,2754.49,2764.91,2744.11,2749.22,214193000,2749.22,2735.3,721,20.8,-5.27
8/11/2006,2755.54,2762.07,2734.96,2735.3,265586000,2735.3,2745.59,722,27.11,-20.24
9/11/2006,2741.14,2752.2,2739.45,2745.59,156966600,2745.59,2745.31,723,12.75,4.45
10/11/2006,2740.76,2755.8,2738.64,2745.31,171730000,2745.31,2747.24,724,17.16,4.55
13/11/2006,2746.52,2752.56,2740.41,2747.24,116327100,2747.24,2759.88,725,12.15,0.72
14/11/2006,2759.44,2768.44,2755.04,2759.88,120617400,2759.88,2777.62,726,13.4,0.44
15/11/2006,2780.28,2786.6,2757.77,2777.62,171190300,2777.62,2798.45,727,28.83,-2.66
16/11/2006,2785.25,2799.56,2782.44,2798.45,290080300,2798.45,2813.18,728,17.12,13.2
17/11/2006,2812.38,2817.28,2798.37,2813.18,271788300,2813.18,2771.41,729,18.91,0.8
20/11/2006,2801.13,2802.2,2771.41,2771.41,222416800,2771.41,2802.88,730,30.79,-29.72
21/11/2006,2785.33,2806.99,2783.63,2802.88,183590800,2802.88,2830.02,731,23.36,17.55
22/11/2006,2802.51,2830.02,2801.26,2830.02,252361000,2830.02,2838.48,732,28.76,27.51
23/11/2006,2838.53,2846.75,2835.79,2838.48,144686100,2838.48,2814.81,733,10.96,-0.05
24/11/2006,2826.82,2830.65,2814.81,2814.81,179469900,2814.81,2840.94,734,15.84,-12.01
27/11/2006,2820.15,2842.83,2820.15,2840.94,206082900,2840.94,2787.81,735,22.68,20.79
28/11/2006,2812.35,2818.72,2787.14,2787.81,191170100,2787.81,2826.36,736,31.58,-24.54
29/11/2006,2804.11,2826.36,2804.11,2826.36,201649100,2826.36,2838.53,737,22.25,22.25
30/11/2006,2842.53,2860.21,2836.47,2838.53,295132700,2838.53,2836.04,738,23.74,-4
1/12/2006,2843.64,2846.95,2826.31,2836.04,166327300,2836.04,2850.72,739,20.64,-7.6
4/12/2006,2839.74,2850.72,2827.42,2850.72,124200100,2850.72,2901.99,740,23.3,10.98
5/12/2006,2869.45,2901.99,2863.98,2901.99,240046900,2901.99,2895.02,741,38.01,32.54
6/12/2006,2899.86,2899.86,2884.96,2895.02,194277200,2895.02,2901.8,742,14.9,-4.84
7/12/2006,2897.92,2909.37,2887.52,2901.8,208337700,2901.8,2865.14,743,21.85,3.88
8/12/2006,2897.06,2914.72,2865.14,2865.14,214382700,2865.14,2887.23,744,49.58,-31.92
11/12/2006,2875.08,2908.46,2875.08,2887.23,207558300,2887.23,2893.81,745,33.38,12.15
12/12/2006,2903.49,2910.52,2885.29,2893.81,154284700,2893.81,2884.15,746,25.23,-9.68
13/12/2006,2881.38,2889.94,2857.76,2884.15,198710600,2884.15,2916.28,747,32.18,2.77
14/12/2006,2894.55,2916.28,2890.5,2916.28,152409800,2916.28,2931.29,748,25.78,21.73
15/12/2006,2936.98,2947.78,2918.12,2931.29,180245800,2931.29,2963.44,749,29.66,-5.69
18/12/2006,2942.36,2967.73,2936.41,2963.44,155193400,2963.44,2897.3,750,31.32,21.08
19/12/2006,2945.01,2945.69,2897.3,2897.3,195749200,2897.3,2920.83,751,48.39,-47.71
20/12/2006,2924.31,2939.14,2919.44,2920.83,155523800,2920.83,2920.84,752,19.7,-3.48
21/12/2006,2929.02,2933.92,2919.18,2920.84,135704200,2920.84,2942.39,753,14.74,-8.18
22/12/2006,2926.04,2944.24,2924.3,2942.39,87039200,2942.39,2942.53,754,19.94,16.35
26/12/2006,2938.45,2943.43,2934.8,2942.53,43737200,2942.53,2961.25,755,8.63,4.08
27/12/2006,2953,2961.25,2952.37,2961.25,63794400,2961.25,2963.49,756,8.88,8.25
28/12/2006,2977.28,2981.83,2959.47,2963.49,108233200,2963.49,2985.83,757,22.36,-13.79
29/12/2006,2977.92,2991.35,2968.84,2985.83,114588800,2985.83,3037.74,758,22.51,7.91
3/1/2007,3015.74,3037.74,3010.22,3037.74,192739200,3037.74,3023.8,759,27.52,22
4/1/2007,3035.08,3045.18,3008.23,3023.8,198216700,3023.8,3029.04,760,36.95,-11.28
5/1/2007,3031.09,3038.27,3000.5,3029.04,233321400,3029.04,3000,761,37.77,-2.05
8/1/2007,3007.41,3008.27,2992.33,3000,171033600,3000,3008.35,762,15.94,-7.41
9/1/2007,3010.82,3019.9,3002.14,3008.35,178598400,3008.35,2961.15,763,17.76,-2.47
10/1/2007,2988.26,2993.87,2961.15,2961.15,208980700,2961.15,2969.69,764,32.72,-27.11
11/1/2007,2981.3,2997.1,2948.98,2969.69,200512900,2969.69,3009.09,765,48.12,-11.61
12/1/2007,2995.35,3009.09,2993.42,3009.09,208144700,3009.09,3035.58,766,15.67,13.74
15/1/2007,3026.85,3035.58,3009.69,3035.58,156566500,3035.58,3038.21,767,25.89,8.73
16/1/2007,3038.51,3051.75,3034.71,3038.21,139965300,3038.21,3037.66,768,17.04,-0.3
17/1/2007,3032.55,3053.97,3029.06,3037.66,196482000,3037.66,3061.65,769,24.91,5.11
18/1/2007,3045.27,3064.03,3045.26,3061.65,184282200,3061.65,3072.88,770,18.77,16.38
19/1/2007,3061.71,3081.91,3051.46,3072.88,215440800,3072.88,3145.2,771,30.45,11.17
22/1/2007,3096.59,3145.84,3096.3,3145.2,233014600,3145.2,3132.9,772,49.54,48.61
23/1/2007,3136.14,3142.73,3124.26,3132.9,173024000,3132.9,3150.24,773,18.47,-3.24
24/1/2007,3152.61,3164.38,3140.54,3150.24,278746100,3150.24,3108.63,774,23.84,-2.37
25/1/2007,3169.8,3173.98,3104.56,3108.63,249726300,3108.63,3087.74,775,69.42,-61.17
26/1/2007,3069.75,3096.11,3057.39,3087.74,265734700,3087.74,3128.91,776,38.72,17.99
29/1/2007,3101.89,3130.68,3095.1,3128.91,184813300,3128.91,3130.26,777,35.58,27.02
30/1/2007,3143.57,3145.4,3118.38,3130.26,188174400,3130.26,3125.56,778,27.02,-13.31
31/1/2007,3137.62,3144.31,3117.02,3125.56,308716400,3125.56,3168.1,779,27.29,-12.06
1/2/2007,3151.27,3174.73,3151.27,3168.1,185700800,3168.1,3217.68,780,23.46,16.83
2/2/2007,3193.91,3234.61,3192.17,3217.68,304247100,3217.68,3223.32,781,42.44,23.77
5/2/2007,3217.23,3245.6,3217.23,3223.32,336499400,3223.32,3223.25,782,28.37,6.09
6/2/2007,3229.23,3233.76,3200.2,3223.25,218370400,3223.25,3236.6,783,33.56,-5.98
7/2/2007,3228.05,3248.02,3220.48,3236.6,204466700,3236.6,3217.76,784,27.54,8.55
8/2/2007,3247.32,3247.42,3206.3,3217.76,250350400,3217.76,3220.89,785,41.12,-29.56
9/2/2007,3234.54,3236.83,3209.08,3220.89,363651900,3220.89,3170.46,786,27.75,-13.65
12/2/2007,3203,3205.46,3156.68,3170.46,274230600,3170.46,3149.16,787,48.78,-32.54
13/2/2007,3178.67,3186.93,3149.16,3149.16,241900100,3149.16,3182.21,788,37.77,-29.51
14/2/2007,3188.08,3193.36,3175.36,3182.21,291565600,3182.21,3252.49,789,18,-5.87
15/2/2007,3222.98,3252.49,3214.66,3252.49,336798200,3252.49,3236.93,790,37.83,29.51
16/2/2007,3265.09,3265.32,3220.9,3236.93,217555700,3236.93,3293.61,791,44.42,-28.16
21/2/2007,3249.55,3293.61,3248.08,3293.61,318348600,3293.61,3288.85,792,45.53,44.06
22/2/2007,3298.91,3306.35,3286.01,3288.85,303956100,3288.85,3310.44,793,20.34,-10.06
23/2/2007,3287.46,3310.44,3284.95,3310.44,430496500,3310.44,3307.92,794,25.49,22.98
26/2/2007,3307.88,3316.22,3300.02,3307.92,360700400,3307.92,3232.02,795,16.2,0.04
27/2/2007,3304.3,3307.28,3216.12,3232.02,370429500,3232.02,3104.15,796,91.16,-72.28
28/2/2007,3076.51,3137.85,3039.6,3104.15,623412600,3104.15,3092.58,797,98.25,27.64
1/3/2007,3133.88,3154.69,3054.89,3092.58,610668100,3092.58,3078.74,798,99.8,-41.3
2/3/2007,3062.29,3105.16,3058.17,3078.74,549643000,3078.74,2982.29,799,46.99,16.45
5/3/2007,3017.85,3022.36,2931.63,2982.29,654460200,2982.29,3036.52,800,90.73,-35.56
6/3/2007,2997.61,3040.01,2996.02,3036.52,548330100,3036.52,3059.15,801,43.99,38.91
7/3/2007,3096.08,3102.46,3049.54,3059.15,439732100,3059.15,3122.49,802,52.92,-36.93
8/3/2007,3066.15,3122.49,3061.63,3122.49,290367000,3122.49,3143.71,803,60.86,56.34
9/3/2007,3144.55,3154.11,3127.49,3143.71,307926600,3143.71,3182.68,804,26.62,-0.84
12/3/2007,3170.36,3189.51,3159.1,3182.68,300883100,3182.68,3158.9,805,30.41,12.32
13/3/2007,3191.44,3191.44,3143.32,3158.9,279122800,3158.9,3053.21,806,48.12,-32.54
14/3/2007,3081.84,3088,3048.91,3053.21,367381500,3053.21,3094.6,807,39.09,-28.63
15/3/2007,3093.88,3106.98,3082.87,3094.6,203149800,3094.6,3068.75,808,24.11,0.72
16/3/2007,3083.11,3089.87,3061.11,3068.75,253829500,3068.75,3113.39,809,28.76,-14.36
19/3/2007,3070.11,3118.49,3068.98,3113.39,196338300,3113.39,3116.88,810,49.51,43.28
20/3/2007,3151.3,3156.97,3116.67,3116.88,234049500,3116.88,3155.69,811,40.3,-34.42
21/3/2007,3126.46,3157.15,3126.35,3155.69,198406700,3155.69,3219.51,812,30.8,29.23
22/3/2007,3212.31,3227.22,3205.64,3219.51,345658500,3219.51,3205.82,813,21.58,7.2
23/3/2007,3222.17,3224.56,3200.79,3205.82,242533600,3205.82,3204.55,814,23.77,-16.35
26/3/2007,3217.68,3222.09,3191.58,3204.55,200088000,3204.55,3234.11,815,30.51,-13.13
27/3/2007,3201.74,3239.78,3197.21,3234.11,280279900,3234.11,3201.75,816,42.57,32.37
28/3/2007,3224.55,3224.9,3189.19,3201.75,295164800,3201.75,3228.88,817,35.71,-22.8
29/3/2007,3176.15,3228.88,3167.53,3228.88,240421600,3228.88,3231.24,818,61.35,52.73
30/3/2007,3229.45,3250.86,3220.05,3231.24,308522300,3231.24,3246.31,819,30.81,1.79
2/4/2007,3240.07,3262.63,3231.12,3246.31,212339300,3246.31,3288.36,820,31.51,6.24
3/4/2007,3265.83,3299.21,3262.37,3288.36,254453700,3288.36,3332.92,821,36.84,22.53
4/4/2007,3323.05,3337.22,3310.37,3332.92,544804900,3332.92,3345.86,822,26.85,9.87
5/4/2007,3332.39,3346.84,3320.06,3345.86,268443600,3345.86,3400,823,26.78,13.47
9/4/2007,3373.85,3400.62,3373.75,3400,226046000,3400,3422.62,824,26.87,26.15
10/4/2007,3404.04,3422.62,3379.77,3422.62,223482300,3422.62,3420.62,825,42.85,18.58
11/4/2007,3443.27,3452.84,3402.31,3420.62,287631500,3420.62,3372.69,826,50.53,-22.65
12/4/2007,3392.23,3410.53,3369.44,3372.69,292444800,3372.69,3373.59,827,41.09,-19.54
13/4/2007,3394.95,3397.06,3351.32,3373.59,278965800,3373.59,3414.15,828,45.74,-21.36
16/4/2007,3395.64,3414.64,3391.1,3414.15,420958900,3414.15,3415.32,829,23.54,18.51
17/4/2007,3438.84,3448.69,3405.58,3415.32,463609100,3415.32,3400.41,830,43.11,-23.52
18/4/2007,3428.84,3438.71,3396.7,3400.41,338403500,3400.41,3291.28,831,42.01,-28.43
19/4/2007,3378.08,3384.15,3291.28,3291.28,360577000,3291.28,3360.67,832,92.87,-86.8
20/4/2007,3342.96,3360.67,3338.51,3360.67,217734900,3360.67,3388.48,833,22.16,17.71
23/4/2007,3404.04,3414.17,3378.71,3388.48,258738300,3388.48,3374.52,834,35.46,-15.56
24/4/2007,3372.6,3393.49,3352.95,3374.52,200001300,3374.52,3362.68,835,40.54,1.92
25/4/2007,3381.87,3387.81,3362.68,3362.68,269116800,3362.68,3406.89,836,25.13,-19.19
26/4/2007,3401.67,3416.23,3394.22,3406.89,315519200,3406.89,3398.6,837,22.01,5.22
27/4/2007,3402.73,3404.93,3372.51,3398.6,337175100,3398.6,3361.29,838,32.42,-4.13
30/4/2007,3389.27,3393.05,3352.13,3361.29,298259800,3361.29,3417.81,839,40.92,-27.98
2/5/2007,3395.57,3417.81,3381.29,3417.81,314137500,3417.81,3450.64,840,36.52,22.24
3/5/2007,3444.66,3475.54,3436.91,3450.64,396019700,3450.64,3485.76,841,38.63,5.98
4/5/2007,3477.9,3500.2,3466.27,3485.76,250909200,3485.76,3477.59,842,33.93,7.86
7/5/2007,3510.91,3523.41,3477.59,3477.59,257742800,3477.59,3439.21,843,45.82,-33.32
8/5/2007,3486.44,3489.17,3431.16,3439.21,253922200,3439.21,3452.72,844,58.01,-47.23
9/5/2007,3436.21,3458.64,3409.32,3452.72,244062300,3452.72,3469.26,845,49.32,16.51
10/5/2007,3468.85,3478.09,3448.69,3469.26,360826400,3469.26,3446.92,846,29.4,0.41
11/5/2007,3417.36,3466.87,3417.03,3446.92,252473000,3446.92,3501.1,847,49.84,29.56
14/5/2007,3490.2,3508.84,3485.14,3501.1,293882900,3501.1,3475.08,848,23.7,10.9
15/5/2007,3487.88,3497.81,3456.45,3475.08,281309800,3475.08,3501.17,849,41.36,-12.8
16/5/2007,3470.95,3501.17,3463.32,3501.17,278097900,3501.17,3525.51,850,37.85,30.22
17/5/2007,3523.14,3531.85,3498.35,3525.51,299055100,3525.51,3512.4,851,33.5,2.37
18/5/2007,3512.76,3516.72,3489.85,3512.4,323069300,3512.4,3514.49,852,26.87,-0.36
21/5/2007,3536.09,3536.09,3507.41,3514.49,225696600,3514.49,3539.82,853,28.68,-21.6
22/5/2007,3520.6,3554.34,3520.6,3539.82,303084700,3539.82,3559.01,854,33.74,19.22
23/5/2007,3542.07,3559.01,3538.04,3559.01,390422500,3559.01,3530.26,855,20.97,16.94
24/5/2007,3543.89,3546.59,3510.19,3530.26,393145000,3530.26,3486.63,856,36.4,-13.63
25/5/2007,3483.54,3499.16,3414.97,3486.63,265155200,3486.63,3513.37,857,84.19,3.09
28/5/2007,3503.3,3513.37,3493.69,3513.37,205935800,3513.37,3527.08,858,19.68,10.07
29/5/2007,3513.33,3527.08,3506.71,3527.08,264015100,3527.08,3511.13,859,20.37,13.75
30/5/2007,3533.45,3533.45,3475.46,3511.13,360118500,3511.13,3548.32,860,57.99,-22.32
1/6/2007,3547.64,3570.1,3543.6,3548.32,397369200,3548.32,3579.35,861,26.5,0.68
4/6/2007,3571.89,3586.97,3570.19,3579.35,346091400,3579.35,3572.9,862,16.78,7.46
5/6/2007,3586.51,3596.27,3566.27,3572.9,303108200,3572.9,3563.75,863,30,-13.61
6/6/2007,3577.04,3585.5,3559.18,3563.75,367110100,3563.75,3546.33,864,26.32,-13.29
7/6/2007,3532.37,3566.53,3527.78,3546.33,303272100,3546.33,3491.59,865,38.75,13.96
8/6/2007,3485.94,3511.02,3480.62,3491.59,401007400,3491.59,3545.46,866,30.4,5.65
11/6/2007,3530.38,3552.42,3526.53,3545.46,255928900,3545.46,3561.54,867,25.89,15.08
12/6/2007,3554.16,3576.04,3552.57,3561.54,228133600,3561.54,3551.22,868,23.47,7.38
13/6/2007,3530.12,3567.11,3525.76,3551.22,237625200,3551.22,3573.43,869,41.35,21.1
14/6/2007,3589.06,3594.56,3573.43,3573.43,237205600,3573.43,3581.16,870,21.13,-15.63
